Phi[deg],Theta[deg],dB(DirTotal)
56,60,-0.240629
58,60,-0.379557
60,60,-0.500759
62,60,-0.603751
64,60,-0.688858
66,60,-0.757133
68,60,-0.810217
70,60,-0.85016
72,60,-0.879236
74,60,-0.899769
76,60,-0.913978
78,60,-0.923871
80,60,-0.931166
82,60,-0.937246
84,60,-0.943147
86,60,-0.94956
88,60,-0.956842
90,60,-0.965048
92,60,-0.973945
94,60,-0.983044
96,60,-0.991613
98,60,-0.998699
100,60,-1.00314
102,60,-1.00358
104,60,-0.998489
106,60,-0.98617
108,60,-0.964816
110,60,-0.932557
112,60,-0.887532
114,60,-0.827992
116,60,-0.752419
118,60,-0.659657
120,60,-0.549044
122,60,-0.420518
124,60,-0.2747
126,60,-0.112915
128,60,0.0628356
130,60,0.249962
132,60,0.445414
134,60,0.645839
136,60,0.847755
138,60,1.04771
140,60,1.24242
142,60,1.42889
144,60,1.6045
146,60,1.76709
148,60,1.91493
150,60,2.04679
152,60,2.16195
154,60,2.26014
156,60,2.34156
158,60,2.40683
160,60,2.457
162,60,2.49345
164,60,2.51786
166,60,2.53217
168,60,2.53847
170,60,2.5389
172,60,2.53556
174,60,2.5304
176,60,2.5251
178,60,2.52095
180,60,2.5188
-180,62,2.20214
-178,62,2.20257
-176,62,2.20597
-174,62,2.21154
-172,62,2.21798
-170,62,2.22356
-168,62,2.22626
-166,62,2.22384
-164,62,2.21402
-162,62,2.19454
-160,62,2.16331
-158,62,2.11844
-156,62,2.05833
-154,62,1.98172
-152,62,1.88774
-150,62,1.7759
-148,62,1.64617
-146,62,1.49896
-144,62,1.33516
-142,62,1.15618
-140,62,0.96389
-138,62,0.760675
-136,62,0.549379
-134,62,0.333252
-132,62,0.115859
-130,62,-0.0990521
-128,62,-0.307725
-126,62,-0.506592
-124,62,-0.692486
-122,62,-0.862836
-120,62,-1.01582
-118,62,-1.15044
-116,62,-1.26655
-114,62,-1.36473
-112,62,-1.44622
-110,62,-1.51265
-108,62,-1.56592
-106,62,-1.60801
-104,62,-1.64081
-102,62,-1.66605
-100,62,-1.68522
-98,62,-1.69954
-96,62,-1.71
-94,62,-1.7173
-92,62,-1.72194
-90,62,-1.72419
-88,62,-1.72414
-86,62,-1.72169
-84,62,-1.71652
-82,62,-1.70811
-80,62,-1.69572
-78,62,-1.67832
-76,62,-1.65464
-74,62,-1.62314
-72,62,-1.58204
-70,62,-1.52943
-68,62,-1.46332
-66,62,-1.38185
-64,62,-1.28343
-62,62,-1.16698
-60,62,-1.03204
-58,62,-0.878977
-56,62,-0.708973
-54,62,-0.524051
-52,62,-0.326949
-50,62,-0.120944
-48,62,0.0903492
-46,62,0.303204
-44,62,0.513979
-42,62,0.719288
-40,62,0.916118
-38,62,1.10191
-36,62,1.2746
-34,62,1.43261
-32,62,1.57487
-30,62,1.70076
-28,62,1.81008
-26,62,1.90305
-24,62,1.98022
-22,62,2.04248
-20,62,2.09103
-18,62,2.12731
-16,62,2.15298
-14,62,2.16986
-12,62,2.17989
-10,62,2.18501
-8,62,2.18711
-6,62,2.18789
-4,62,2.18879
-2,62,2.19088
0,62,2.19477
2,62,2.20056
4,62,2.20785
6,62,2.21571
8,62,2.22278
10,62,2.22735
12,62,2.22744
14,62,2.22092
16,62,2.20566
18,62,2.17959
20,62,2.1408
22,62,2.08765
24,62,2.01877
26,62,1.93319
28,62,1.83028
30,62,1.70986
32,62,1.57217
34,62,1.41793
36,62,1.24834
38,62,1.06507
40,62,0.870288
42,62,0.666643
44,62,0.457214
46,62,0.245453
48,62,0.0350724
50,62,-0.170096
52,62,-0.366295
54,62,-0.55005
56,62,-0.718393
58,62,-0.86906
60,62,-1.00064
62,62,-1.11263
64,62,-1.20545
66,62,-1.28029
68,62,-1.33898
70,62,-1.38378
72,62,-1.41714
74,62,-1.44153
76,62,-1.45928
78,62,-1.47244
80,62,-1.48276
82,62,-1.4916
84,62,-1.49995
86,62,-1.50845
88,62,-1.51741
90,62,-1.52682
92,62,-1.53639
94,62,-1.54562
96,62,-1.55373
98,62,-1.55976
100,62,-1.56254
102,62,-1.56071
104,62,-1.55272
106,62,-1.53684
108,62,-1.51123
110,62,-1.47394
112,62,-1.42299
114,62,-1.35654
116,62,-1.27292
118,62,-1.17088
120,62,-1.04966
122,62,-0.909183
124,62,-0.750119
126,62,-0.573928
128,62,-0.382828
130,62,-0.179699
132,62,0.0320691
134,62,0.248762
136,62,0.466535
138,62,0.681599
140,62,0.89038
142,62,1.08965
144,62,1.2766
146,62,1.44895
148,62,1.60491
150,62,1.74324
152,62,1.86325
154,62,1.96473
156,62,2.048
158,62,2.11383
160,62,2.16339
162,62,2.19828
164,62,2.22038
166,62,2.23184
168,62,2.23498
170,62,2.23218
172,62,2.22577
174,62,2.21791
176,62,2.21047
178,62,2.2049
180,62,2.20214
-180,64,1.88448
-178,64,1.88504
-176,64,1.88937
-174,64,1.8966
-172,64,1.90532
-170,64,1.91364
-168,64,1.91935
-166,64,1.92001
-164,64,1.91312
-162,64,1.89619
-160,64,1.8669
-158,64,1.82317
-156,64,1.76319
-154,64,1.68554
-152,64,1.58917
-150,64,1.47348
-148,64,1.33834
-146,64,1.18409
-144,64,1.01161
-142,64,0.822331
-140,64,0.61821
-138,64,0.401774
-136,64,0.176073
-134,64,-0.0553777
-132,64,-0.288695
-130,64,-0.51978
-128,64,-0.744509
-126,64,-0.958966
-124,64,-1.15968
-122,64,-1.34386
-120,64,-1.50953
-118,64,-1.65568
-116,64,-1.78218
-114,64,-1.88974
-112,64,-1.9797
-110,64,-2.05384
-108,64,-2.11417
-106,64,-2.16271
-104,64,-2.20137
-102,64,-2.23183
-100,64,-2.25553
-98,64,-2.27359
-96,64,-2.28689
-94,64,-2.29605
-92,64,-2.30149
-90,64,-2.30346
-88,64,-2.30202
-86,64,-2.29711
-84,64,-2.28849
-82,64,-2.27573
-80,64,-2.25819
-78,64,-2.235
-76,64,-2.20498
-74,64,-2.16669
-72,64,-2.11841
-70,64,-2.05823
-68,64,-1.98411
-66,64,-1.89411
-64,64,-1.78652
-62,64,-1.6601
-60,64,-1.5143
-58,64,-1.34941
-56,64,-1.16664
-54,64,-0.968111
-52,64,-0.756743
-50,64,-0.53607
-48,64,-0.310004
-46,64,-0.0825882
-44,64,0.142228
-42,64,0.36078
-40,64,0.569821
-38,64,0.766605
-36,64,0.948933
-34,64,1.11516
-32,64,1.26416
-30,64,1.39532
-28,64,1.5085
-26,64,1.60396
-24,64,1.68238
-22,64,1.74475
-20,64,1.79242
-18,64,1.82698
-16,64,1.85027
-14,64,1.86433
-12,64,1.87128
-10,64,1.87328
-8,64,1.87242
-6,64,1.8706
-4,64,1.86943
-2,64,1.87009
0,64,1.87327
2,64,1.87911
4,64,1.88716
6,64,1.89642
8,64,1.90538
10,64,1.91217
12,64,1.91461
14,64,1.91037
16,64,1.89711
18,64,1.87254
20,64,1.83457
22,64,1.78137
24,64,1.71142
26,64,1.62358
28,64,1.51712
30,64,1.39174
32,64,1.24763
34,64,1.08546
36,64,0.906435
38,64,0.712271
40,64,0.505245
42,64,0.288161
44,64,0.0643275
46,64,-0.162522
48,64,-0.388339
50,64,-0.608926
52,64,-0.820152
54,64,-1.0182
56,64,-1.1998
58,64,-1.36251
60,64,-1.5048
62,64,-1.6262
64,64,-1.72721
66,64,-1.8092
68,64,-1.8742
70,64,-1.92464
72,64,-1.96314
74,64,-1.99231
76,64,-2.01452
78,64,-2.03185
80,64,-2.04603
82,64,-2.05835
84,64,-2.06974
86,64,-2.08075
88,64,-2.0916
90,64,-2.10223
92,64,-2.11231
94,64,-2.12129
96,64,-2.12839
98,64,-2.13267
100,64,-2.13298
102,64,-2.12799
104,64,-2.11616
106,64,-2.09579
108,64,-2.06502
110,64,-2.02184
112,64,-1.96421
114,64,-1.89017
116,64,-1.79793
118,64,-1.6861
120,64,-1.55385
122,64,-1.40105
124,64,-1.2284
126,64,-1.0375
128,64,-0.830781
130,64,-0.611413
132,64,-0.383133
134,64,-0.150028
136,64,0.0836916
138,64,0.313899
140,64,0.536731
142,64,0.748727
144,64,0.946922
146,64,1.12891
148,64,1.29287
150,64,1.43756
152,64,1.56233
154,64,1.66707
156,64,1.75219
158,64,1.81861
160,64,1.86767
162,64,1.90113
164,64,1.92108
166,64,1.92987
168,64,1.93003
170,64,1.92417
172,64,1.91484
174,64,1.9044
176,64,1.89489
178,64,1.8879
180,64,1.88448
-180,66,1.56748
-178,66,1.56805
-176,66,1.57308
-174,66,1.58167
-172,66,1.59232
-170,66,1.60301
-168,66,1.61134
-166,66,1.6147
-164,66,1.61036
-162,66,1.59567
-160,66,1.56807
-158,66,1.52527
-156,66,1.46528
-154,66,1.3865
-152,66,1.28771
-150,66,1.16818
-148,66,1.02766
-146,66,0.866436
-144,66,0.685344
-142,66,0.485822
-140,66,0.269916
-138,66,0.0402867
-136,66,-0.199813
-134,66,-0.446599
-132,66,-0.695866
-130,66,-0.943153
-128,66,-1.18396
-126,66,-1.41403
-124,66,-1.62959
-122,66,-1.82763
-120,66,-2.00607
-118,66,-2.16388
-116,66,-2.30101
-114,66,-2.4183
-112,66,-2.51724
-110,66,-2.59974
-108,66,-2.6679
-106,66,-2.72376
-104,66,-2.76921
-102,66,-2.80585
-100,66,-2.83498
-98,66,-2.85759
-96,66,-2.8744
-94,66,-2.8859
-92,66,-2.89242
-90,66,-2.89413
-88,66,-2.89109
-86,66,-2.88329
-84,66,-2.87055
-82,66,-2.8526
-80,66,-2.82895
-78,66,-2.79888
-76,66,-2.76142
-74,66,-2.71527
-72,66,-2.65882
-70,66,-2.5902
-68,66,-2.50739
-66,66,-2.40835
-64,66,-2.29125
-62,66,-2.15471
-60,66,-1.99804
-58,66,-1.82143
-56,66,-1.62605
-54,66,-1.4141
-52,66,-1.18864
-50,66,-0.953441
-48,66,-0.7127
-46,66,-0.470774
-44,66,-0.231918
-42,66,-8.26367e-05
-40,66,0.221242
-38,66,0.429122
-36,66,0.621216
-34,66,0.795788
-32,66,0.951682
-30,66,1.08829
-28,66,1.20549
-26,66,1.30363
-24,66,1.38347
-22,66,1.44614
-20,66,1.49311
-18,66,1.52616
-16,66,1.5473
-14,66,1.55874
-12,66,1.56282
-10,66,1.5619
-8,66,1.55827
-6,66,1.55401
-4,66,1.55088
-2,66,1.55019
0,66,1.5527
2,66,1.55856
4,66,1.56729
6,66,1.57779
8,66,1.58845
10,66,1.59721
12,66,1.60172
14,66,1.59946
16,66,1.58787
18,66,1.56449
20,66,1.52705
22,66,1.47354
24,66,1.40229
26,66,1.31202
28,66,1.20186
30,66,1.07144
32,66,0.92085
34,66,0.750719
36,66,0.562233
38,66,0.357159
40,66,0.137861
42,66,-0.0927008
44,66,-0.330999
46,66,-0.573016
48,66,-0.814365
50,66,-1.05048
52,66,-1.27685
54,66,-1.48931
56,66,-1.68431
58,66,-1.85923
60,66,-2.01245
62,66,-2.14356
64,66,-2.25316
66,66,-2.34283
68,66,-2.41479
70,66,-2.47167
72,66,-2.51622
74,66,-2.55113
76,66,-2.57881
78,66,-2.6013
80,66,-2.62023
82,66,-2.63683
84,66,-2.65188
86,66,-2.66583
88,66,-2.6788
90,66,-2.69065
92,66,-2.70101
94,66,-2.70929
96,66,-2.71475
98,66,-2.71648
100,66,-2.7134
102,66,-2.70424
104,66,-2.68756
106,66,-2.6617
108,66,-2.62481
110,66,-2.5749
112,66,-2.50985
114,66,-2.4276
116,66,-2.32625
118,66,-2.20425
120,66,-2.06067
122,66,-1.89531
124,66,-1.7089
126,66,-1.50314
128,66,-1.28068
130,66,-1.04497
132,66,-0.800115
134,66,-0.550568
136,66,-0.300912
138,66,-0.0556103
140,66,0.18119
142,66,0.405807
144,66,0.615125
146,66,0.806647
148,66,0.978518
150,66,1.12952
152,66,1.25906
154,66,1.36711
156,66,1.45421
158,66,1.52142
160,66,1.57023
162,66,1.60257
164,66,1.6207
166,66,1.62719
168,66,1.62474
170,66,1.61617
172,66,1.60421
174,66,1.59141
176,66,1.57997
178,66,1.57161
180,66,1.56748
-180,68,1.25292
-178,68,1.25332
-176,68,1.25877
-174,68,1.26834
-172,68,1.28045
-170,68,1.29296
-168,68,1.30336
-166,68,1.30885
-164,68,1.30656
-162,68,1.2936
-160,68,1.26725
-158,68,1.22502
-156,68,1.16474
-154,68,1.0846
-152,68,0.983238
-150,68,0.859774
-148,68,0.713838
-146,68,0.545624
-144,68,0.355935
-142,68,0.14621
-140,68,-0.0814376
-138,68,-0.324216
-136,68,-0.578669
-134,68,-0.840743
-132,68,-1.1059
-130,68,-1.36932
-128,68,-1.62612
-126,68,-1.87168
-124,68,-2.10194
-122,68,-2.31371
-120,68,-2.50483
-118,68,-2.67427
-116,68,-2.82213
-114,68,-2.94939
-112,68,-3.05771
-110,68,-3.14915
-108,68,-3.22587
-106,68,-3.28993
-104,68,-3.34313
-102,68,-3.38693
-100,68,-3.42245
-98,68,-3.45048
-96,68,-3.47153
-94,68,-3.48592
-92,68,-3.49382
-90,68,-3.49533
-88,68,-3.49049
-86,68,-3.47933
-84,68,-3.46178
-82,68,-3.43774
-80,68,-3.40693
-78,68,-3.36888
-76,68,-3.32283
-74,68,-3.26771
-72,68,-3.20209
-70,68,-3.1242
-68,68,-3.03204
-66,68,-2.92353
-64,68,-2.79672
-62,68,-2.65006
-60,68,-2.48268
-58,68,-2.29462
-56,68,-2.08698
-54,68,-1.86196
-52,68,-1.62275
-50,68,-1.3733
-48,68,-1.1181
-46,68,-0.861789
-44,68,-0.608948
-42,68,-0.363814
-40,68,-0.130126
-38,68,0.0889767
-36,68,0.291008
-34,68,0.474135
-32,68,0.637153
-30,68,0.779448
-28,68,0.900941
-26,68,1.00204
-24,68,1.08361
-22,68,1.1469
-20,68,1.19351
-18,68,1.22538
-16,68,1.24471
-14,68,1.25388
-12,68,1.25544
-10,68,1.25194
-8,68,1.24585
-6,68,1.23942
-4,68,1.23456
-2,68,1.23268
0,68,1.2346
2,68,1.24047
4,68,1.24978
6,68,1.26135
8,68,1.27343
10,68,1.28382
12,68,1.29
14,68,1.28926
16,68,1.27889
18,68,1.25624
20,68,1.21888
22,68,1.16465
24,68,1.09172
26,68,0.998694
28,68,0.884589
30,68,0.748911
32,68,0.591682
34,68,0.413476
36,68,0.215459
38,68,-0.000574499
40,68,-0.232176
42,68,-0.476238
44,68,-0.729019
46,68,-0.986216
48,68,-1.2431
50,68,-1.49474
52,68,-1.73623
54,68,-1.96307
56,68,-2.17146
58,68,-2.35857
60,68,-2.5228
62,68,-2.66376
64,68,-2.78225
66,68,-2.88004
68,68,-2.95957
70,68,-3.02365
72,68,-3.07517
74,68,-3.11682
76,68,-3.15101
78,68,-3.17969
80,68,-3.20436
82,68,-3.22606
84,68,-3.24545
86,68,-3.2628
88,68,-3.27811
90,68,-3.29114
92,68,-3.30147
94,68,-3.30854
96,68,-3.31163
98,68,-3.30991
100,68,-3.30243
102,68,-3.28803
104,68,-3.26541
106,68,-3.23301
108,68,-3.18907
110,68,-3.13159
112,68,-3.05846
114,68,-2.9675
116,68,-2.85666
118,68,-2.72428
120,68,-2.56924
122,68,-2.39128
124,68,-2.1911
126,68,-1.9705
128,68,-1.73233
130,68,-1.48034
132,68,-1.21897
134,68,-0.953063
136,68,-0.687572
138,68,-0.427296
140,68,-0.176657
142,68,0.0604548
144,68,0.280783
146,68,0.48176
148,68,0.661514
150,68,0.818861
152,68,0.953269
154,68,1.06482
156,68,1.15418
158,68,1.22253
160,68,1.27152
162,68,1.30322
164,68,1.32008
166,68,1.3248
168,68,1.32028
170,68,1.30949
172,68,1.29534
174,68,1.28052
176,68,1.26739
178,68,1.25778
180,68,1.25292
-180,70,0.942522
-178,70,0.942588
-176,70,0.94813
-174,70,0.958204
-172,70,0.97118
-170,70,0.98486
-168,70,0.996612
-166,70,1.00352
-164,70,1.00255
-162,70,0.990666
-160,70,0.964961
-158,70,0.922767
-156,70,0.861724
-154,70,0.779861
-152,70,0.675643
-150,70,0.548033
-148,70,0.396536
-146,70,0.221252
-144,70,0.0229267
-142,70,-0.197001
-140,70,-0.436362
-138,70,-0.692236
-136,70,-0.960967
-134,70,-1.23823
-132,70,-1.51915
-130,70,-1.79852
-128,70,-2.07108
-126,70,-2.33187
-124,70,-2.57655
-122,70,-2.80174
-120,70,-3.00524
-118,70,-3.18612
-116,70,-3.34462
-114,70,-3.48192
-112,70,-3.5999
-110,70,-3.70074
-108,70,-3.78668
-106,70,-3.85975
-104,70,-3.92163
-102,70,-3.9736
-100,70,-4.0165
-98,70,-4.05088
-96,70,-4.07695
-94,70,-4.09482
-92,70,-4.10445
-90,70,-4.10584
-88,70,-4.099
-86,70,-4.08398
-84,70,-4.0609
-82,70,-4.02983
-80,70,-3.99079
-78,70,-3.94358
-76,70,-3.88779
-74,70,-3.82261
-72,70,-3.74686
-70,70,-3.65892
-68,70,-3.55688
-66,70,-3.43861
-64,70,-3.30203
-62,70,-3.14542
-60,70,-2.96767
-58,70,-2.76864
-56,70,-2.54927
-54,70,-2.31173
-52,70,-2.05926
-50,70,-1.79599
-48,70,-1.52664
-46,70,-1.25616
-44,70,-0.98944
-42,70,-0.731007
-40,70,-0.484868
-38,70,-0.254376
-36,70,-0.0421801
-34,70,0.14978
-32,70,0.320243
-30,70,0.468583
-28,70,0.59475
-26,70,0.699219
-24,70,0.782938
-22,70,0.847278
-20,70,0.893992
-18,70,0.925164
-16,70,0.94316
-14,70,0.950562
-12,70,0.950083
-10,70,0.944463
-8,70,0.936346
-6,70,0.928139
-4,70,0.921864
-2,70,0.919021
0,70,0.920472
2,70,0.926377
4,70,0.936164
6,70,0.948575
8,70,0.961746
10,70,0.973335
12,70,0.980669
14,70,0.980897
16,70,0.971138
18,70,0.948607
20,70,0.910721
22,70,0.855186
24,70,0.780062
26,70,0.683812
28,70,0.565352
30,70,0.424085
32,70,0.259951
34,70,0.0734658
36,70,-0.134229
38,70,-0.361319
40,70,-0.60528
42,70,-0.862863
44,70,-1.13011
46,70,-1.40244
48,70,-1.67478
50,70,-1.94182
52,70,-2.19827
54,70,-2.4393
56,70,-2.66085
58,70,-2.85997
60,70,-3.03506
62,70,-3.18584
64,70,-3.31334
66,70,-3.41956
68,70,-3.50716
70,70,-3.57915
72,70,-3.63849
74,70,-3.68789
76,70,-3.72966
78,70,-3.7656
80,70,-3.79701
82,70,-3.82472
84,70,-3.84914
86,70,-3.87035
88,70,-3.88821
90,70,-3.90236
92,70,-3.91234
94,70,-3.91758
96,70,-3.91748
98,70,-3.91133
100,70,-3.89834
102,70,-3.87756
104,70,-3.84787
106,70,-3.80789
108,70,-3.75598
110,70,-3.69021
112,70,-3.60844
114,70,-3.50841
116,70,-3.38793
118,70,-3.24513
120,70,-3.07874
122,70,-2.88834
124,70,-2.6746
126,70,-2.43939
128,70,-2.18572
130,70,-1.91765
132,70,-1.63996
134,70,-1.35788
136,70,-1.07674
138,70,-0.80166
140,70,-0.53734
142,70,-0.287864
144,70,-0.0566109
146,70,0.153793
148,70,0.341477
150,70,0.505301
152,70,0.644814
154,70,0.760203
156,70,0.852247
158,70,0.922255
160,70,0.972021
162,70,1.00376
164,70,1.02004
166,70,1.02372
168,70,1.01784
170,70,1.00549
172,70,0.989715
174,70,0.973345
176,70,0.958836
178,70,0.948129
180,70,0.942522
-180,72,0.63796
-178,72,0.637503
-176,72,0.642762
-174,72,0.652801
-172,72,0.665974
-170,72,0.680042
-168,72,0.692305
-166,72,0.699757
-164,72,0.699241
-162,72,0.68759
-160,72,0.661748
-158,72,0.618882
-156,72,0.556465
-154,72,0.472351
-152,72,0.364842
-150,72,0.232745
-148,72,0.0754318
-146,72,-0.107101
-144,72,-0.31417
-142,72,-0.54435
-140,72,-0.79542
-138,72,-1.06434
-136,72,-1.34725
-134,72,-1.63954
-132,72,-1.93601
-130,72,-2.23105
-128,72,-2.51904
-126,72,-2.79463
-124,72,-3.05324
-122,72,-3.29135
-120,72,-3.50676
-118,72,-3.69865
-116,72,-3.86748
-114,72,-4.0147
-112,72,-4.14241
-110,72,-4.25297
-108,72,-4.34866
-106,72,-4.43147
-104,72,-4.50292
-102,72,-4.56402
-100,72,-4.61531
-98,72,-4.65698
-96,72,-4.68891
-94,72,-4.71087
-92,72,-4.72262
-90,72,-4.72398
-88,72,-4.71491
-86,72,-4.69556
-84,72,-4.66618
-82,72,-4.62713
-80,72,-4.57874
-78,72,-4.52124
-76,72,-4.45456
-74,72,-4.37829
-72,72,-4.29153
-70,72,-4.1929
-68,72,-4.08057
-66,72,-3.95241
-64,72,-3.80622
-62,72,-3.64003
-60,72,-3.45249
-58,72,-3.24318
-56,72,-3.01284
-54,72,-2.76352
-52,72,-2.49846
-50,72,-2.22194
-48,72,-1.93887
-46,72,-1.65451
-44,72,-1.37404
-42,72,-1.10232
-40,72,-0.843621
-38,72,-0.601532
-36,72,-0.378878
-34,72,-0.177724
-32,72,0.000600316
-30,72,0.155445
-28,72,0.286782
-26,72,0.395142
-24,72,0.481563
-22,72,0.54753
-20,72,0.594933
-18,72,0.62601
-16,72,0.643294
-14,72,0.649539
-12,72,0.64763
-10,72,0.640478
-8,72,0.630881
-6,72,0.621376
-4,72,0.614087
-2,72,0.610578
0,72,0.611739
2,72,0.617711
4,72,0.627871
6,72,0.640875
8,72,0.654751
10,72,0.667034
12,72,0.674922
14,72,0.675433
16,72,0.665558
18,72,0.642391
20,72,0.603232
22,72,0.545676
24,72,0.467672
26,72,0.367581
28,72,0.244215
30,72,0.0968873
32,72,-0.0745435
34,72,-0.26962
36,72,-0.487228
38,72,-0.725538
40,72,-0.981954
42,72,-1.25309
44,72,-1.53477
46,72,-1.82214
48,72,-2.10977
50,72,-2.39195
52,72,-2.66305
54,72,-2.91788
56,72,-3.15217
58,72,-3.36289
60,72,-3.54845
62,72,-3.7088
64,72,-3.8452
66,72,-3.95995
68,72,-4.05597
70,72,-4.13644
72,72,-4.20438
74,72,-4.26247
76,72,-4.31287
78,72,-4.35715
80,72,-4.39634
82,72,-4.43096
84,72,-4.46114
86,72,-4.48672
88,72,-4.50732
90,72,-4.52249
92,72,-4.5317
94,72,-4.53447
96,72,-4.53027
98,72,-4.51862
100,72,-4.49896
102,72,-4.47062
104,72,-4.43274
106,72,-4.38418
108,72,-4.32349
110,72,-4.24882
112,72,-4.15805
114,72,-4.04882
116,72,-3.91876
118,72,-3.76578
120,72,-3.58839
122,72,-3.38598
124,72,-3.15913
126,72,-2.90973
128,72,-2.64098
130,72,-2.35718
132,72,-2.0635
134,72,-1.76553
136,72,-1.46899
138,72,-1.17932
140,72,-0.901491
142,72,-0.639762
144,72,-0.397624
146,72,-0.177747
148,72,0.0180115
150,72,0.188566
152,72,0.333549
154,72,0.453255
156,72,0.548574
158,72,0.620939
160,72,0.67226
162,72,0.704871
164,72,0.721458
166,72,0.72498
168,72,0.718579
170,72,0.705459
172,72,0.688756
174,72,0.671387
176,72,0.655895
178,72,0.644298
180,72,0.63796
-180,74,0.340704
-178,74,0.339541
-176,74,0.344124
-174,74,0.353547
-172,74,0.366178
-170,74,0.379769
-168,74,0.391591
-166,74,0.398584
-164,74,0.397513
-162,74,0.385107
-160,74,0.358189
-158,74,0.313782
-156,74,0.249207
-154,74,0.162157
-152,74,0.0507737
-150,74,-0.0862894
-148,74,-0.249796
-146,74,-0.439857
-144,74,-0.655861
-142,74,-0.896399
-140,74,-1.15921
-138,74,-1.44112
-136,74,-1.73808
-134,74,-2.04521
-132,74,-2.35693
-130,74,-2.66728
-128,74,-2.97019
-126,74,-3.26001
-124,74,-3.53189
-122,74,-3.78219
-120,74,-4.00878
-118,74,-4.21101
-116,74,-4.38963
-114,74,-4.5464
-112,74,-4.68369
-110,74,-4.80406
-108,74,-4.90985
-106,74,-5.00298
-104,74,-5.08475
-102,74,-5.15589
-100,74,-5.21653
-98,74,-5.26642
-96,74,-5.30503
-94,74,-5.33174
-92,74,-5.34599
-90,74,-5.34742
-88,74,-5.33593
-86,74,-5.31172
-84,74,-5.27528
-82,74,-5.22729
-80,74,-5.1685
-78,74,-5.09959
-76,74,-5.02098
-74,74,-4.9327
-72,74,-4.83423
-70,74,-4.72445
-68,74,-4.60166
-66,74,-4.46372
-64,74,-4.30829
-62,74,-4.13315
-60,74,-3.93663
-58,74,-3.71797
-56,74,-3.47764
-54,74,-3.21748
-52,74,-2.94069
-50,74,-2.65161
-48,74,-2.35536
-46,74,-2.05747
-44,74,-1.76345
-42,74,-1.47845
-40,74,-1.20706
-38,74,-0.953115
-36,74,-0.71964
-34,74,-0.508843
-32,74,-0.32214
-30,74,-0.160219
-28,74,-0.023098
-26,74,0.0898017
-24,74,0.179598
-22,74,0.247889
-20,74,0.296693
-18,74,0.328401
-16,74,0.345704
-14,74,0.351519
-12,74,0.348897
-10,74,0.340899
-8,74,0.330456
-6,74,0.320216
-4,74,0.312381
-2,74,0.308557
0,74,0.309638
2,74,0.315734
4,74,0.326162
6,74,0.339492
8,74,0.353653
10,74,0.366071
12,74,0.373836
14,74,0.373862
16,74,0.363039
18,74,0.338368
20,74,0.297058
22,74,0.236617
24,74,0.154908
26,74,0.0502055
28,74,-0.0787634
30,74,-0.232767
32,74,-0.412021
34,74,-0.61612
36,74,-0.843977
38,74,-1.09375
40,74,-1.36277
42,74,-1.64751
44,74,-1.94358
46,74,-2.24584
48,74,-2.5485
50,74,-2.84547
52,74,-3.13073
54,74,-3.39879
56,74,-3.64516
58,74,-3.86678
60,74,-4.06217
62,74,-4.23153
64,74,-4.37646
66,74,-4.4996
68,74,-4.60415
70,74,-4.69346
72,74,-4.77063
74,74,-4.83824
76,74,-4.89824
78,74,-4.95191
80,74,-4.99989
82,74,-5.04235
84,74,-5.07903
86,74,-5.10944
88,74,-5.13298
90,74,-5.14903
92,74,-5.15705
94,74,-5.1566
96,74,-5.14735
98,74,-5.12909
100,74,-5.10157
102,74,-5.06449
104,74,-5.01736
106,74,-4.95933
108,74,-4.88919
110,74,-4.80524
112,74,-4.70535
114,74,-4.58706
116,74,-4.4478
118,74,-4.2852
120,74,-4.09747
122,74,-3.88376
124,74,-3.6445
126,74,-3.38158
128,74,-3.09834
130,74,-2.79935
132,74,-2.49011
134,74,-2.17664
136,74,-1.86501
138,74,-1.56099
140,74,-1.26981
142,74,-0.995906
144,74,-0.742859
146,74,-0.513372
148,74,-0.309281
150,74,-0.131611
152,74,0.0193584
154,74,0.144019
156,74,0.24337
158,74,0.318946
160,74,0.372759
162,74,0.407236
164,74,0.425146
166,74,0.429526
168,74,0.423585
170,74,0.410591
172,74,0.393738
174,74,0.376001
176,74,0.359978
178,74,0.34774
180,74,0.340704
-180,76,0.051934
-178,76,0.0498923
-176,76,0.0534095
-174,76,0.0616236
-172,76,0.0729422
-170,76,0.0851433
-168,76,0.0955048
-166,76,0.100952
-164,76,0.0982074
-162,76,0.0839327
-160,76,0.0548575
-158,76,0.00789092
-156,76,-0.0597806
-154,76,-0.150608
-152,76,-0.266601
-150,76,-0.409252
-148,76,-0.579457
-146,76,-0.777438
-144,76,-1.00265
-142,76,-1.25372
-140,76,-1.52833
-138,76,-1.8232
-136,76,-2.13407
-134,76,-2.45577
-132,76,-2.78239
-130,76,-3.10753
-128,76,-3.42475
-126,76,-3.72803
-124,76,-4.0123
-122,76,-4.27386
-120,76,-4.51065
-118,76,-4.7223
-116,76,-4.90987
-114,76,-5.07553
-112,76,-5.22197
-110,76,-5.35196
-108,76,-5.46794
-106,76,-5.57173
-104,76,-5.66442
-102,76,-5.74633
-100,76,-5.81717
-98,76,-5.87615
-96,76,-5.92223
-94,76,-5.95431
-92,76,-5.97145
-90,76,-5.97305
-88,76,-5.95892
-86,76,-5.92937
-84,76,-5.88513
-82,76,-5.82729
-80,76,-5.7571
-78,76,-5.67581
-76,76,-5.58441
