Phi[deg],Theta[deg],dB(DirTotal)
-180,148,-5.03462
-178,148,-5.02621
-176,148,-5.04209
-174,148,-5.08221
-172,148,-5.14639
-170,148,-5.23439
-168,148,-5.34581
-166,148,-5.48019
-164,148,-5.63696
-162,148,-5.81546
-160,148,-6.01502
-158,148,-6.23489
-156,148,-6.4744
-154,148,-6.73293
-152,148,-7.01001
-150,148,-7.30537
-148,148,-7.61903
-146,148,-7.95131
-144,148,-8.30291
-142,148,-8.67488
-140,148,-9.06858
-138,148,-9.48563
-136,148,-9.92768
-134,148,-10.3962
-132,148,-10.8922
-130,148,-11.4154
-128,148,-11.964
-126,148,-12.5332
-124,148,-13.1144
-122,148,-13.6935
-120,148,-14.2501
-118,148,-14.7573
-116,148,-15.1839
-114,148,-15.4994
-112,148,-15.6822
-110,148,-15.7264
-108,148,-15.6445
-106,148,-15.4637
-104,148,-15.218
-102,148,-14.9411
-100,148,-14.6616
-98,148,-14.4015
-96,148,-14.1763
-94,148,-13.9964
-92,148,-13.8677
-90,148,-13.7934
-88,148,-13.7737
-86,148,-13.8068
-84,148,-13.8885
-82,148,-14.0118
-80,148,-14.1672
-78,148,-14.3412
-76,148,-14.5168
-74,148,-14.6732
-72,148,-14.7877
-70,148,-14.8375
-68,148,-14.804
-66,148,-14.6766
-64,148,-14.4547
-62,148,-14.1475
-60,148,-13.7714
-58,148,-13.3457
-56,148,-12.8894
-54,148,-12.4187
-52,148,-11.946
-50,148,-11.4801
-48,148,-11.0267
-46,148,-10.589
-44,148,-10.1682
-42,148,-9.76457
-40,148,-9.37753
-38,148,-9.0062
-36,148,-8.64966
-34,148,-8.30716
-32,148,-7.9782
-30,148,-7.66264
-28,148,-7.36067
-26,148,-7.07277
-24,148,-6.79971
-22,148,-6.54241
-20,148,-6.30191
-18,148,-6.0793
-16,148,-5.87565
-14,148,-5.69197
-12,148,-5.52921
-10,148,-5.38816
-8,148,-5.26952
-6,148,-5.17387
-4,148,-5.10163
-2,148,-5.05315
0,148,-5.02861
2,148,-5.02811
4,148,-5.05165
6,148,-5.0991
8,148,-5.17025
10,148,-5.26478
12,148,-5.38227
14,148,-5.52223
16,148,-5.68407
18,148,-5.86714
20,148,-6.07075
22,148,-6.29421
24,148,-6.53686
26,148,-6.79812
28,148,-7.07753
30,148,-7.37486
32,148,-7.69009
34,148,-8.02351
36,148,-8.37569
38,148,-8.74748
40,148,-9.13995
42,148,-9.55422
44,148,-9.99126
46,148,-10.4516
48,148,-10.9348
50,148,-11.4387
52,148,-11.9592
54,148,-12.4882
56,148,-13.0134
58,148,-13.5173
60,148,-13.9767
62,148,-14.3651
64,148,-14.656
66,148,-14.8295
68,148,-14.8783
70,148,-14.8102
72,148,-14.6462
74,148,-14.4153
76,148,-14.1478
78,148,-13.871
80,148,-13.6069
82,148,-13.3721
84,148,-13.1783
86,148,-13.0335
88,148,-12.9425
90,148,-12.9079
92,148,-12.9304
94,148,-13.009
96,148,-13.1409
98,148,-13.321
100,148,-13.5419
102,148,-13.7925
104,148,-14.0577
106,148,-14.3176
108,148,-14.5482
110,148,-14.7227
112,148,-14.815
114,148,-14.805
116,148,-14.683
118,148,-14.4522
120,148,-14.1272
122,148,-13.7294
124,148,-13.2821
126,148,-12.8064
128,148,-12.3196
130,148,-11.8339
132,148,-11.3577
134,148,-10.8959
136,148,-10.4511
138,148,-10.0241
140,148,-9.61495
142,148,-9.22293
144,148,-8.84726
146,148,-8.48719
148,148,-8.14219
150,148,-7.81201
152,148,-7.4967
154,148,-7.19659
156,148,-6.91227
158,148,-6.6445
160,148,-6.39415
162,148,-6.16215
164,148,-5.94945
166,148,-5.75696
168,148,-5.58552
170,148,-5.4359
172,148,-5.30875
174,148,-5.20465
176,148,-5.12404
178,148,-5.06728
180,148,-5.03462
-180,150,-5.55382
-178,150,-5.54344
-176,150,-5.55742
-174,150,-5.59568
-172,150,-5.65806
-170,150,-5.74431
-168,150,-5.85407
-166,150,-5.9869
-164,150,-6.14229
-162,150,-6.31966
-160,150,-6.51838
-158,150,-6.73782
-156,150,-6.97736
-154,150,-7.23642
-152,150,-7.51454
-150,150,-7.8114
-148,150,-8.12683
-146,150,-8.46091
-144,150,-8.8139
-142,150,-9.18626
-140,150,-9.57859
-138,150,-9.9915
-136,150,-10.4254
-134,150,-10.8803
-132,150,-11.3555
-130,150,-11.8487
-128,150,-12.356
-126,150,-12.8705
-124,150,-13.3821
-122,150,-13.8763
-120,150,-14.3347
-118,150,-14.7357
-116,150,-15.0571
-114,150,-15.2808
-112,150,-15.3967
-110,150,-15.4062
-108,150,-15.3221
-106,150,-15.1655
-104,150,-14.9612
-102,150,-14.7332
-100,150,-14.5027
-98,150,-14.2864
-96,150,-14.0965
-94,150,-13.9416
-92,150,-13.8271
-90,150,-13.7554
-88,150,-13.7273
-86,150,-13.741
-84,150,-13.7931
-82,150,-13.878
-80,150,-13.9879
-78,150,-14.1125
-76,150,-14.2394
-74,150,-14.3538
-72,150,-14.4397
-70,150,-14.4814
-68,150,-14.4652
-66,150,-14.3818
-64,150,-14.2278
-62,150,-14.0058
-60,150,-13.7237
-58,150,-13.3929
-56,150,-13.0261
-54,150,-12.6355
-52,150,-12.2316
-50,150,-11.8229
-48,150,-11.4157
-46,150,-11.0142
-44,150,-10.6212
-42,150,-10.2383
-40,150,-9.86638
-38,150,-9.50567
-36,150,-9.15638
-34,150,-8.81866
-32,150,-8.49272
-30,150,-8.17899
-28,150,-7.87808
-26,150,-7.59077
-24,150,-7.31801
-22,150,-7.06084
-20,150,-6.82039
-18,150,-6.59775
-16,150,-6.39401
-14,150,-6.21018
-12,150,-6.04719
-10,150,-5.90585
-8,150,-5.78686
-6,150,-5.69078
-4,150,-5.61808
-2,150,-5.56909
0,150,-5.54403
2,150,-5.54301
4,150,-5.56605
6,150,-5.61305
8,150,-5.68382
10,150,-5.77807
12,150,-5.89544
14,150,-6.03546
16,150,-6.19761
18,150,-6.3813
20,150,-6.58589
22,150,-6.81074
24,150,-7.05521
26,150,-7.3187
28,150,-7.60071
30,150,-7.90082
32,150,-8.21877
34,150,-8.55446
36,150,-8.90788
38,150,-9.27916
40,150,-9.66838
42,150,-10.0755
44,150,-10.5
46,150,-10.9407
48,150,-11.3953
50,150,-11.8596
52,150,-12.3274
54,150,-12.7893
56,150,-13.2325
58,150,-13.6412
60,150,-13.9968
62,150,-14.2808
64,150,-14.4776
66,150,-14.5784
68,150,-14.5835
70,150,-14.5029
72,150,-14.3539
74,150,-14.1577
76,150,-13.9361
78,150,-13.7086
80,150,-13.4915
82,150,-13.2977
84,150,-13.1364
86,150,-13.0143
88,150,-12.9354
90,150,-12.9022
92,150,-12.9151
94,150,-12.9734
96,150,-13.0745
98,150,-13.2141
100,150,-13.386
102,150,-13.5816
104,150,-13.7895
106,150,-13.9956
108,150,-14.1833
110,150,-14.3341
112,150,-14.4302
114,150,-14.4559
116,150,-14.4013
118,150,-14.2636
120,150,-14.0471
122,150,-13.7625
124,150,-13.4237
126,150,-13.0457
128,150,-12.6423
130,150,-12.2251
132,150,-11.8031
134,150,-11.3828
136,150,-10.9685
138,150,-10.5631
140,150,-10.1683
142,150,-9.78494
144,150,-9.41371
146,150,-9.05498
148,150,-8.70914
150,150,-8.37666
152,150,-8.05817
154,150,-7.7544
156,150,-7.46623
158,150,-7.19459
160,150,-6.94049
162,150,-6.70493
164,150,-6.48887
166,150,-6.29324
168,150,-6.11887
170,150,-5.96652
172,150,-5.83681
174,150,-5.73031
176,150,-5.64744
178,150,-5.58853
180,150,-5.55382
-180,152,-6.30115
-178,152,-6.28814
-176,152,-6.29943
-174,152,-6.33496
-172,152,-6.39455
-170,152,-6.47796
-168,152,-6.58486
-166,152,-6.71483
-164,152,-6.86739
-162,152,-7.04199
-160,152,-7.23805
-158,152,-7.45495
-156,152,-7.69208
-154,152,-7.94885
-152,152,-8.22469
-150,152,-8.51913
-148,152,-8.83176
-146,152,-9.16225
-144,152,-9.51035
-142,152,-9.87581
-140,152,-10.2583
-138,152,-10.6573
-136,152,-11.0719
-134,152,-11.5005
-132,152,-11.9403
-130,152,-12.3875
-128,152,-12.836
-126,152,-13.2776
-124,152,-13.7014
-122,152,-14.0943
-120,152,-14.441
-118,152,-14.7267
-116,152,-14.9381
-114,152,-15.0673
-112,152,-15.1126
-110,152,-15.0801
-108,152,-14.982
-106,152,-14.8346
-104,152,-14.6555
-102,152,-14.4615
-100,152,-14.2675
-98,152,-14.0852
-96,152,-13.9238
-94,152,-13.7897
-92,152,-13.6871
-90,152,-13.6182
-88,152,-13.5834
-86,152,-13.5815
-84,152,-13.6101
-82,152,-13.6648
-80,152,-13.7401
-78,152,-13.8287
-76,152,-13.9218
-74,152,-14.0097
-72,152,-14.0814
-70,152,-14.1262
-68,152,-14.1342
-66,152,-14.0975
-64,152,-14.0113
-62,152,-13.874
-60,152,-13.6876
-58,152,-13.4571
-56,152,-13.1892
-54,152,-12.8915
-52,152,-12.5718
-50,152,-12.237
-48,152,-11.8928
-46,152,-11.5442
-44,152,-11.1946
-42,152,-10.8469
-40,152,-10.5031
-38,152,-10.1647
-36,152,-9.83292
-34,152,-9.50895
-32,152,-9.19381
-30,152,-8.88858
-28,152,-8.59439
-26,152,-8.31247
-24,152,-8.04406
-22,152,-7.79043
-20,152,-7.55287
-18,152,-7.3326
-16,152,-7.13079
-14,152,-6.9485
-12,152,-6.7867
-10,152,-6.64624
-8,152,-6.52785
-6,152,-6.43213
-4,152,-6.35956
-2,152,-6.3105
0,152,-6.2852
2,152,-6.2838
4,152,-6.30634
6,152,-6.35275
8,152,-6.42287
10,152,-6.51644
12,152,-6.63313
14,152,-6.77251
16,152,-6.93407
18,152,-7.11727
20,152,-7.32146
22,152,-7.54601
24,152,-7.79021
26,152,-8.05338
28,152,-8.33484
30,152,-8.63392
32,152,-8.94998
34,152,-9.28238
36,152,-9.63043
38,152,-9.99334
40,152,-10.3701
42,152,-10.7592
44,152,-11.1588
46,152,-11.5657
48,152,-11.9758
50,152,-12.3833
52,152,-12.7803
54,152,-13.1572
56,152,-13.5022
58,152,-13.8025
60,152,-14.0456
62,152,-14.2211
64,152,-14.3224
66,152,-14.3487
68,152,-14.3054
70,152,-14.203
72,152,-14.0553
74,152,-13.8781
76,152,-13.6863
78,152,-13.4936
80,152,-13.3115
82,152,-13.1491
84,152,-13.0132
86,152,-12.9089
88,152,-12.8394
90,152,-12.8066
92,152,-12.8108
94,152,-12.8515
96,152,-12.9266
98,152,-13.0329
100,152,-13.1657
102,152,-13.3189
104,152,-13.4846
106,152,-13.6534
108,152,-13.8141
110,152,-13.9546
112,152,-14.0625
114,152,-14.1263
116,152,-14.1368
118,152,-14.0879
120,152,-13.978
122,152,-13.8093
124,152,-13.5878
126,152,-13.3215
128,152,-13.0194
130,152,-12.6906
132,152,-12.3431
134,152,-11.9838
136,152,-11.6182
138,152,-11.2506
140,152,-10.8844
142,152,-10.5222
144,152,-10.166
146,152,-9.81756
148,152,-9.47831
150,152,-9.14967
152,152,-8.83298
154,152,-8.52958
156,152,-8.24075
158,152,-7.96779
160,152,-7.7119
162,152,-7.47427
164,152,-7.25597
166,152,-7.05799
168,152,-6.88122
170,152,-6.72642
172,152,-6.59425
174,152,-6.48526
176,152,-6.39988
178,152,-6.33843
180,152,-6.30115
-180,154,-7.32226
-178,154,-7.30574
-176,154,-7.31341
-174,154,-7.34518
-172,154,-7.4009
-170,154,-7.48031
-168,154,-7.58309
-166,154,-7.70881
-164,154,-7.85699
-162,154,-8.02707
-160,154,-8.21843
-158,154,-8.4304
-156,154,-8.66229
-154,154,-8.91335
-152,154,-9.18281
-150,154,-9.46989
-148,154,-9.77377
-146,154,-10.0936
-144,154,-10.4283
-142,154,-10.7768
-140,154,-11.1376
-138,154,-11.5089
-136,154,-11.8881
-134,154,-12.272
-132,154,-12.6562
-130,154,-13.0349
-128,154,-13.4011
-126,154,-13.746
-124,154,-14.06
-122,154,-14.3326
-120,154,-14.554
-118,154,-14.7163
-116,154,-14.8147
-114,154,-14.8487
-112,154,-14.8223
-110,154,-14.7434
-108,154,-14.6228
-106,154,-14.4726
-104,154,-14.3051
-102,154,-14.1316
-100,154,-13.9617
-98,154,-13.8035
-96,154,-13.6631
-94,154,-13.545
-92,154,-13.4522
-90,154,-13.3862
-88,154,-13.3474
-86,154,-13.3351
-84,154,-13.3475
-82,154,-13.3819
-80,154,-13.4344
-78,154,-13.5003
-76,154,-13.574
-74,154,-13.649
-72,154,-13.7184
-70,154,-13.7751
-68,154,-13.812
-66,154,-13.8228
-64,154,-13.8025
-62,154,-13.7475
-60,154,-13.6564
-58,154,-13.5292
-56,154,-13.3679
-54,154,-13.1757
-52,154,-12.9564
-50,154,-12.7145
-48,154,-12.4541
-46,154,-12.1794
-44,154,-11.8941
-42,154,-11.6012
-40,154,-11.3037
-38,154,-11.0041
-36,154,-10.7046
-34,154,-10.4072
-32,154,-10.1139
-30,154,-9.82665
-28,154,-9.5472
-26,154,-9.27734
-24,154,-9.01883
-22,154,-8.77333
-20,154,-8.54242
-18,154,-8.32758
-16,154,-8.13018
-14,154,-7.95145
-12,154,-7.79249
-10,154,-7.65424
-8,154,-7.53753
-6,154,-7.44303
-4,154,-7.37127
-2,154,-7.32269
0,154,-7.29756
2,154,-7.29608
4,154,-7.31831
6,154,-7.36421
8,154,-7.43365
10,154,-7.52639
12,154,-7.6421
14,154,-7.78036
16,154,-7.94065
18,154,-8.12238
20,154,-8.32486
22,154,-8.54733
24,154,-8.78894
26,154,-9.04877
28,154,-9.32583
30,154,-9.61899
32,154,-9.92705
34,154,-10.2486
36,154,-10.582
38,154,-10.9254
40,154,-11.2764
42,154,-11.632
44,154,-11.9885
46,154,-12.3412
48,154,-12.6844
50,154,-13.0112
52,154,-13.3136
54,154,-13.5829
56,154,-13.8105
58,154,-13.9884
60,154,-14.1107
62,154,-14.1743
64,154,-14.1799
66,154,-14.1317
68,154,-14.0372
70,154,-13.9063
72,154,-13.7497
74,154,-13.5784
76,154,-13.4027
78,154,-13.2315
80,154,-13.0725
82,154,-12.9316
84,154,-12.8137
86,154,-12.7221
88,154,-12.659
90,154,-12.6259
92,154,-12.6229
94,154,-12.6498
96,154,-12.705
98,154,-12.7864
100,154,-12.8908
102,154,-13.0144
104,154,-13.1519
106,154,-13.2974
108,154,-13.4439
110,154,-13.5838
112,154,-13.7088
114,154,-13.8108
116,154,-13.882
118,154,-13.916
120,154,-13.9078
122,154,-13.8548
124,154,-13.7566
126,154,-13.6149
128,154,-13.4332
130,154,-13.216
132,154,-12.9686
134,154,-12.6966
136,154,-12.4051
138,154,-12.0991
140,154,-11.7829
142,154,-11.4605
144,154,-11.1353
146,154,-10.8106
148,154,-10.4891
150,154,-10.1733
152,154,-9.86558
154,154,-9.56817
156,154,-9.28301
158,154,-9.01194
160,154,-8.7566
162,154,-8.51852
164,154,-8.29901
166,154,-8.09926
168,154,-7.9203
170,154,-7.76299
172,154,-7.62807
174,154,-7.51613
176,154,-7.42763
178,154,-7.36293
180,154,-7.32226
-180,156,-8.68814
-178,156,-8.66674
-176,156,-8.66933
-174,156,-8.69583
-172,156,-8.74606
-170,156,-8.81975
-168,156,-8.91652
-166,156,-9.0359
-164,156,-9.17732
-162,156,-9.34012
-160,156,-9.52354
-158,156,-9.72672
-156,156,-9.9487
-154,156,-10.1884
-152,156,-10.4447
-150,156,-10.7161
-148,156,-11.0012
-146,156,-11.2983
-144,156,-11.6053
-142,156,-11.9199
-140,156,-12.2392
-138,156,-12.5599
-136,156,-12.8778
-134,156,-13.1883
-132,156,-13.4856
-130,156,-13.7635
-128,156,-14.0152
-126,156,-14.2338
-124,156,-14.4128
-122,156,-14.5468
-120,156,-14.6322
-118,156,-14.6679
-116,156,-14.6555
-114,156,-14.5989
-112,156,-14.5046
-110,156,-14.3801
-108,156,-14.234
-106,156,-14.0746
-104,156,-13.9101
-102,156,-13.7474
-100,156,-13.5925
-98,156,-13.4505
-96,156,-13.325
-94,156,-13.219
-92,156,-13.1342
-90,156,-13.0718
-88,156,-13.0321
-86,156,-13.0145
-84,156,-13.0181
-82,156,-13.0411
-80,156,-13.0812
-78,156,-13.1356
-76,156,-13.2009
-74,156,-13.2732
-72,156,-13.3483
-70,156,-13.4217
-68,156,-13.4887
-66,156,-13.5447
-64,156,-13.5855
-62,156,-13.6073
-60,156,-13.6069
-58,156,-13.5819
-56,156,-13.5311
-54,156,-13.4537
-52,156,-13.3502
-50,156,-13.2215
-48,156,-13.0692
-46,156,-12.8953
-44,156,-12.7021
-42,156,-12.4922
-40,156,-12.2682
-38,156,-12.0328
-36,156,-11.7888
-34,156,-11.539
-32,156,-11.286
-30,156,-11.0327
-28,156,-10.7817
-26,156,-10.5354
-24,156,-10.2965
-22,156,-10.067
-20,156,-9.84931
-18,156,-9.64522
-16,156,-9.45654
-14,156,-9.28484
-12,156,-9.13149
-10,156,-8.99769
-8,156,-8.88445
-6,156,-8.7926
-4,156,-8.72282
-2,156,-8.67564
0,156,-8.65144
2,156,-8.65046
4,156,-8.67282
6,156,-8.71852
8,156,-8.78742
10,156,-8.87928
12,156,-8.99374
14,156,-9.13031
16,156,-9.28837
18,156,-9.46719
20,156,-9.66587
22,156,-9.88339
24,156,-10.1185
26,156,-10.3699
28,156,-10.6359
30,156,-10.9147
32,156,-11.2041
34,156,-11.5017
36,156,-11.8044
38,156,-12.1091
40,156,-12.4116
42,156,-12.7074
44,156,-12.9914
46,156,-13.2578
48,156,-13.5005
50,156,-13.7131
52,156,-13.8897
54,156,-14.025
56,156,-14.1153
58,156,-14.1586
60,156,-14.1555
62,156,-14.1084
64,156,-14.0223
66,156,-13.9035
68,156,-13.7596
70,156,-13.5984
72,156,-13.4275
74,156,-13.2544
76,156,-13.0853
78,156,-12.9259
80,156,-12.7808
82,156,-12.6536
84,156,-12.5473
86,156,-12.4641
88,156,-12.4052
90,156,-12.3716
92,156,-12.3634
94,156,-12.3804
96,156,-12.4218
98,156,-12.4861
100,156,-12.5716
102,156,-12.6759
104,156,-12.7959
106,156,-12.9283
108,156,-13.069
110,156,-13.2134
112,156,-13.3566
114,156,-13.4931
116,156,-13.6175
118,156,-13.7242
120,156,-13.808
122,156,-13.8643
124,156,-13.8892
126,156,-13.8799
128,156,-13.8348
130,156,-13.7533
132,156,-13.6364
134,156,-13.486
136,156,-13.3046
138,156,-13.0959
140,156,-12.8637
142,156,-12.6122
144,156,-12.3457
146,156,-12.0685
148,156,-11.7847
150,156,-11.4983
152,156,-11.2129
154,156,-10.9319
156,156,-10.6585
158,156,-10.3953
160,156,-10.1448
162,156,-9.90923
164,156,-9.69039
166,156,-9.48989
168,156,-9.30909
170,156,-9.14913
172,156,-9.01093
174,156,-8.89523
176,156,-8.8026
178,156,-8.73348
180,156,-8.68814
-180,158,-10.5169
-178,158,-10.4882
-176,158,-10.483
-174,158,-10.5012
-172,158,-10.5427
-170,158,-10.6071
-168,158,-10.6938
-166,158,-10.8023
-164,158,-10.9317
-162,158,-11.081
-160,158,-11.2492
-158,158,-11.435
-156,158,-11.6367
-154,158,-11.8526
-152,158,-12.0808
-150,158,-12.319
-148,158,-12.5644
-146,158,-12.8142
-144,158,-13.0649
-142,158,-13.3128
-140,158,-13.5537
-138,158,-13.783
-136,158,-13.9958
-134,158,-14.1873
-132,158,-14.3525
-130,158,-14.4869
-128,158,-14.5869
-126,158,-14.6498
-124,158,-14.6744
-122,158,-14.6609
-120,158,-14.6112
-118,158,-14.5288
-116,158,-14.418
-114,158,-14.2842
-112,158,-14.1333
-110,158,-13.971
-108,158,-13.803
-106,158,-13.6345
-104,158,-13.4701
-102,158,-13.3139
-100,158,-13.1692
-98,158,-13.0387
-96,158,-12.9245
-94,158,-12.8282
-92,158,-12.7509
-90,158,-12.6932
-88,158,-12.6552
-86,158,-12.6367
-84,158,-12.6372
-82,158,-12.6557
-80,158,-12.6909
-78,158,-12.7414
-76,158,-12.8052
-74,158,-12.8804
-72,158,-12.9644
-70,158,-13.0549
-68,158,-13.149
-66,158,-13.2438
-64,158,-13.3364
-62,158,-13.4239
-60,158,-13.5032
-58,158,-13.5715
-56,158,-13.6262
-54,158,-13.6646
-52,158,-13.6848
-50,158,-13.6847
-48,158,-13.6632
-46,158,-13.6193
-44,158,-13.5526
-42,158,-13.4634
-40,158,-13.3525
-38,158,-13.2213
-36,158,-13.0717
-34,158,-12.9062
-32,158,-12.7276
-30,158,-12.5389
-28,158,-12.3434
-26,158,-12.1444
-24,158,-11.9453
-22,158,-11.7491
-20,158,-11.559
-18,158,-11.3775
-16,158,-11.2074
-14,158,-11.0507
-12,158,-10.9094
-10,158,-10.7853
-8,158,-10.6797
-6,158,-10.5939
-4,158,-10.5288
-2,158,-10.4852
0,158,-10.4636
2,158,-10.4644
4,158,-10.4878
6,158,-10.5338
8,158,-10.6023
10,158,-10.6928
12,158,-10.805
14,158,-10.9382
16,158,-11.0913
18,158,-11.2634
20,158,-11.453
22,158,-11.6584
24,158,-11.8777
26,158,-12.1086
28,158,-12.3484
30,158,-12.5938
32,158,-12.8413
34,158,-13.0869
36,158,-13.3261
38,158,-13.5538
40,158,-13.765
42,158,-13.9544
44,158,-14.1169
46,158,-14.2477
48,158,-14.3431
50,158,-14.4003
52,158,-14.418
54,158,-14.3966
56,158,-14.3378
58,158,-14.245
60,158,-14.1227
62,158,-13.976
64,158,-13.8107
66,158,-13.6327
68,158,-13.4475
70,158,-13.2604
72,158,-13.0762
74,158,-12.8991
76,158,-12.7327
78,158,-12.5801
80,158,-12.4436
82,158,-12.3254
84,158,-12.227
86,158,-12.1495
88,158,-12.0936
90,158,-12.06
92,158,-12.0485
94,158,-12.0592
96,158,-12.0916
98,158,-12.1449
100,158,-12.2182
102,158,-12.3103
104,158,-12.4196
106,158,-12.5444
108,158,-12.6826
110,158,-12.8319
112,158,-12.9895
114,158,-13.1526
116,158,-13.3178
118,158,-13.4816
120,158,-13.6401
122,158,-13.7892
124,158,-13.9246
126,158,-14.0421
128,158,-14.1374
130,158,-14.2067
132,158,-14.2463
134,158,-14.2537
136,158,-14.227
138,158,-14.1656
140,158,-14.0699
142,158,-13.9418
144,158,-13.7841
146,158,-13.6005
148,158,-13.3953
150,158,-13.1735
152,158,-12.94
154,158,-12.6996
156,158,-12.4571
158,158,-12.2167
160,158,-11.9823
162,158,-11.7574
164,158,-11.5449
166,158,-11.3472
168,158,-11.1666
170,158,-11.0048
172,158,-10.8631
174,158,-10.7428
176,158,-10.6446
178,158,-10.5692
180,158,-10.5169
-180,160,-13.0244
-178,160,-12.9829
-176,160,-12.9635
-174,160,-12.9659
-172,160,-12.99
-170,160,-13.0351
-168,160,-13.1004
-166,160,-13.1848
-164,160,-13.2868
-162,160,-13.4049
-160,160,-13.537
-158,160,-13.6809
-156,160,-13.8339
-154,160,-13.993
-152,160,-14.1548
-150,160,-14.3159
-148,160,-14.472
-146,160,-14.6193
-144,160,-14.7533
-142,160,-14.8701
-140,160,-14.9656
-138,160,-15.0365
-136,160,-15.0799
-134,160,-15.0941
-132,160,-15.0781
-130,160,-15.032
-128,160,-14.9571
-126,160,-14.8554
-124,160,-14.7299
-122,160,-14.5841
-120,160,-14.4218
-118,160,-14.2472
-116,160,-14.0641
-114,160,-13.8767
-112,160,-13.6884
-110,160,-13.5027
-108,160,-13.3225
-106,160,-13.1504
-104,160,-12.9887
-102,160,-12.8394
-100,160,-12.704
-98,160,-12.5838
-96,160,-12.4798
-94,160,-12.3927
-92,160,-12.323
-90,160,-12.2711
-88,160,-12.237
-86,160,-12.2206
-84,160,-12.2216
-82,160,-12.2397
-80,160,-12.2742
-78,160,-12.3244
-76,160,-12.3896
-74,160,-12.4686
-72,160,-12.5605
-70,160,-12.6641
-68,160,-12.7779
-66,160,-12.9007
-64,160,-13.0309
-62,160,-13.1668
-60,160,-13.3065
-58,160,-13.4482
-56,160,-13.5897
-54,160,-13.7286
-52,160,-13.8626
-50,160,-13.989
-48,160,-14.1051
-46,160,-14.2081
-44,160,-14.2954
-42,160,-14.3644
-40,160,-14.413
-38,160,-14.4396
-36,160,-14.4431
-34,160,-14.4234
-32,160,-14.3811
-30,160,-14.3176
-28,160,-14.2352
-26,160,-14.1367
-24,160,-14.0256
-22,160,-13.9056
-20,160,-13.7803
-18,160,-13.6537
-16,160,-13.5293
-14,160,-13.4106
-12,160,-13.3005
-10,160,-13.2017
-8,160,-13.1166
-6,160,-13.0472
-4,160,-12.995
-2,160,-12.9614
0,160,-12.9472
2,160,-12.9531
4,160,-12.9794
6,160,-13.0261
8,160,-13.093
10,160,-13.1794
12,160,-13.2845
14,160,-13.4069
16,160,-13.5449
18,160,-13.6966
20,160,-13.8592
22,160,-14.0298
24,160,-14.2048
26,160,-14.3801
28,160,-14.5512
30,160,-14.7132
32,160,-14.8609
34,160,-14.9891
36,160,-15.0928
38,160,-15.1678
40,160,-15.2103
42,160,-15.2182
44,160,-15.1902
46,160,-15.1268
48,160,-15.0298
50,160,-14.902
52,160,-14.7471
54,160,-14.5698
56,160,-14.3746
58,160,-14.1664
60,160,-13.9497
62,160,-13.7288
64,160,-13.5078
66,160,-13.2901
68,160,-13.0788
70,160,-12.8766
72,160,-12.6857
74,160,-12.5082
76,160,-12.3456
78,160,-12.1992
80,160,-12.0702
82,160,-11.9594
84,160,-11.8675
86,160,-11.795
88,160,-11.7423
90,160,-11.7094
92,160,-11.6965
94,160,-11.7035
96,160,-11.7301
98,160,-11.7762
100,160,-11.8412
102,160,-11.9247
104,160,-12.026
106,160,-12.1445
108,160,-12.2794
110,160,-12.4296
112,160,-12.5941
114,160,-12.7717
116,160,-12.961
118,160,-13.1604
120,160,-13.3679
122,160,-13.5814
124,160,-13.7982
126,160,-14.0155
128,160,-14.2298
130,160,-14.4371
132,160,-14.6331
134,160,-14.813
136,160,-14.972
138,160,-15.105
140,160,-15.2077
142,160,-15.2763
144,160,-15.3083
146,160,-15.3024
148,160,-15.2594
150,160,-15.1812
152,160,-15.0715
154,160,-14.9351
156,160,-14.7774
158,160,-14.6044
160,160,-14.4219
162,160,-14.2355
164,160,-14.0502
166,160,-13.8706
168,160,-13.7005
170,160,-13.5433
172,160,-13.4014
174,160,-13.2772
176,160,-13.1722
178,160,-13.0876
180,160,-13.0244
-180,162,-16.6496
-178,162,-16.5806
-176,162,-16.5265
-174,162,-16.4874
-172,162,-16.4629
-170,162,-16.452
-168,162,-16.4532
-166,162,-16.4644
-164,162,-16.4831
-162,162,-16.5063
-160,162,-16.5307
-158,162,-16.5529
-156,162,-16.569
-154,162,-16.5753
-152,162,-16.5682
-150,162,-16.5446
-148,162,-16.5016
-146,162,-16.4372
-144,162,-16.3503
-142,162,-16.2403
-140,162,-16.1078
-138,162,-15.954
-136,162,-15.7809
-134,162,-15.5907
-132,162,-15.3863
-130,162,-15.1706
-128,162,-14.9466
-126,162,-14.7171
-124,162,-14.4851
-122,162,-14.2529
-120,162,-14.0231
-118,162,-13.7976
-116,162,-13.5784
-114,162,-13.3672
-112,162,-13.1654
-110,162,-12.9743
-108,162,-12.7949
-106,162,-12.6283
-104,162,-12.4753
-102,162,-12.3365
-100,162,-12.2125
-98,162,-12.1037
-96,162,-12.0105
-94,162,-11.9332
-92,162,-11.8719
-90,162,-11.8268
-88,162,-11.7979
-86,162,-11.7852
-84,162,-11.7885
-82,162,-11.8077
-80,162,-11.8426
-78,162,-11.8931
-76,162,-11.9588
-74,162,-12.0394
-72,162,-12.1346
-70,162,-12.2441
-68,162,-12.3674
-66,162,-12.5041
-64,162,-12.6538
-62,162,-12.816
-60,162,-12.99
-58,162,-13.1753
-56,162,-13.3709
-54,162,-13.576
-52,162,-13.7894
-50,162,-14.0098
-48,162,-14.2355
-46,162,-14.4647
-44,162,-14.6952
-42,162,-14.9243
